"http://awm.com/church-congregation-brings-gift-to-waitresses-working-on-christmas-eve-has-them-crying-video/,0,5
"http://beforeitsnews.com/awakening-start-here/2018/01/awakening-of-12-strands-of-dna-reconnecting-with-you-movie-10623.html,1,7
"http://www.cnnnext.com/video/18526/never-hike-alone-a-friday-the-13th-fan-film-full-movie-/,2,16
"http://awm.com/elusive-alien-of-the-sea-caught-by-scientist-for-one-of-the-first-times-ever-video/,3,5
"http://bipartisanreport.com/2018/01/21/trumps-genius-poll-is-complete-the-results-have-americans-bursting-with-laughter/,4,8
"https://blackagendareport.com/articlelist/media%20and%20culture,5,9
"http://awarenessact.com/tag/waking-up-in-the-morgue/,6,4
"http://beforeitsnews.com/home/featuredlist/v2_top_citizen_journalist.html,7,7
"http://beforeitsnews.com/economy/2018/01/usa-dollar-tanks-on-mnuchin-statement-that-he-wants-a-lower-dollar-value-2931673.html,8,7
"http://canadafreepress.com/article/its-not-really-president-trump-who-needs-his-mouth-washed-out-with-soap,9,12
"http://beforeitsnews.com/crime-all-stars/2018/01/clinton-obama-emails-key-to-understanding-why-hillary-wasnt-indicted-andrew-mccarthy-2462346.html,10,7
"https://www.christianpost.com/author/brenda-garrison/,11,14
"https://charismanews.com/politics/69268-in-calling-out-fake-news-donald-trump-engaged-voters,12,13
"http://beforeitsnews.com/religion/2018/01/mission-must-be-at-the-heart-of-journalism-pope-says-2538938.html,13,7
"http://barenakedislam.com/category/islamization-of-the-west/page/3/,14,6
"https://www.christianpost.com/news/luis-palau-and-sons-announce-that-popular-evangelist-has-stage-4-lung-cancer-see-here-214417/,15,14
"http://breakpoint.org/category/signs-and-wonders/page/3/,16,10
"https://www.christianpost.com/news/scientists-develop-new-method-to-create-stem-cells-without-killing-human-embryos-214991/,17,14
"http://canadafreepress.com/article/neo-stalinism-and-the-polish-challenge,18,12
"http://canadafreepress.com/article/how-do-hand-sanitizers-work,19,12
"http://canadafreepress.com/article/canada-has-almost-20-per-cent-fewer-doctors-per-capita-than-oecd-average,20,12
"http://awarenessact.com/6-ways-to-handle-a-psychic-attack/,21,4
"http://canadafreepress.com/article/improving-cyber-security-in-harsh-environments,22,12
"http://beforeitsnews.com/arts/2018/01/camouflage-by-iza-lyson-2507436.html,23,7
"http://canadafreepress.com/article/senate-confirms-pro-life-hhs-secretary-nominee-alex-azar-after-defeating-de,24,12
"http://canadafreepress.com/article/canada-employment-minister-hints-pro-abortion-pledge-could-be-expanded-to-o,25,12
"http://beforeitsnews.com/space/2018/01/a-black-hole-is-pushing-the-stars-around-in-this-globular-cluster-2511096.html,26,7
"http://beforeitsnews.com/contributor/pages/431/330/bio.html,27,7
"http://canadafreepress.com/members/1/marksmyth/1062,28,12
"http://beforeitsnews.com/terrorism/2017/10/the-time-factor-active-shooter-incidents-2460277.html,29,7
"http://beforeitsnews.com/police-state/2015/06/wow-this-top-secret-fbi-drill-makes-jade-helm-look-like-a-walk-in-the-park-were-in-for-it-1514.html,30,7
"http://canadafreepress.com/article/migraine-nightmare,31,12
"http://beforeitsnews.com/tea-party/2017/11/prepare-for-war-as-trump-tours-asia-all-eyes-on-north-korea-2602041.html,32,7
"http://canadafreepress.com/article/illegal-means-illegal-close-the-border,33,12
"http://beforeitsnews.com/gold-and-precious-metals/2017/12/the-integrated-non-usd-platforms-3177478.html,34,7
"http://canadafreepress.com/article/to-france-from-a-post-9-11-america-lessons-we-learned-too-late,35,12
"http://canadafreepress.com/article/poisoned-roots-now-baring-poisoned-fruit,36,12
"http://beforeitsnews.com/opinion-conservative/2017/10/greg-hunter-big-banks-in-big-trouble-syriank-update-trump-tax-cuts-update-video-3329958.html,37,7
"http://canadafreepress.com/article/yachats-on-the-central-oregon-coast,38,12
"http://beforeitsnews.com/prophecy/2015/07/hair-raising-revelation-why-the-tribulation-will-begin-soon-the-greatest-mystery-unfolds-when-you-see-whats-really-going-on-2471414.html,39,7
"http://beforeitsnews.com/business/2018/01/offers-are-getting-into-the-six-figure-range-in-pre-bidding-for-the-namescon-live-auction-3472166.html,40,7
"http://collectivelyconscious.net/videos/the-story-of-everything-carl-sagan-on-cosmology-evolution-and-science/,41,17
"http://beforeitsnews.com/economy/2017/10/debt-driven-consumer-economy-breaking-down-greg-weldon-2917653.html,42,7
"http://canadafreepress.com/article/why-america-is-one-nation-under-god-not-a-nation-of-lawyers,43,12
"http://beforeitsnews.com/tea-party/2017/11/calpers-is-shockedjust-shockedto-find-cities-reeling-under-growing-pension-debt-new-at-reason-2602880.html,44,7
"http://beforeitsnews.com/war-and-conflict/2015/12/reckless-putin-just-made-a-bold-threat-you-wont-believe-what-he-said-and-who-its-directed-towards-2459590.html,45,7
"http://canadafreepress.com/article/principles-and-values-represented-by-the-confederate-flag,46,12
"http://beforeitsnews.com/tea-party/2017/12/draining-the-swamp-doesnt-matter-as-long-as-groupthink-persists-2603234.html,47,7
"http://canadafreepress.com/article/chicagoland-useful-idiocy-on-display,48,12
"https://www.alternet.org/corporate-accountability-and-workplace/5-scandalous-reasons-big-finance-trying-hard-keep-low-profile,49,1
"http://beforeitsnews.com/opinion-conservative/2017/11/the-unbearable-slowness-of-4th-turnings-part-1-2-3339283.html,50,7
"http://canadafreepress.com/print_friendly/obama-and-redistribution-of-your-wealth,51,12
"http://www.washingtonexaminer.com/ben-cardin-trumps-new-syria-plan-is-illegal/article/2646305,52,25
"http://www.washingtonexaminer.com/newsweek-fact-check-denies-russian-payments-to-clintons-even-though-payments-happened/article/2638197,53,25
"http://www.washingtonexaminer.com/byron-york-u.s.-ran-out-of-ammo-in-attack-on-isis-trucks/article/2576958,54,25
"http://canadafreepress.com/article/liberalitis-the-reckless-spending-and-despotic-disease-in-washington,55,12
"http://beforeitsnews.com/gadgets/2017/08/9717226478-spy-playing-cards-in-delhi-india-2449886.html,56,7
"http://www.washingtonexaminer.com/trump-to-meet-with-australian-prime-minister-malcolm-turnbull-as-countries-prepare-to-sign-tpp-without-us-report/article/2646985,57,25
"http://canadafreepress.com/print_friendly/how-hud-makes-lousy-programs-look-great,58,12
"http://www.washingtonexaminer.com/justice-department-asks-supreme-court-to-overturn-daca-ruling/article/2646397,59,25
"http://www.washingtonexaminer.com/flyover-country-farmers-and-dc-bureaucrats-push-philadelphia-refinery-into-bankruptcy/article/2646687,60,25
"http://beforeitsnews.com/gulf-oil-spill/2015/11/iraqs-oil-industry-and-current-economic-outlook-2441872.html,61,7
"http://beforeitsnews.com/stories/category/health.html,62,7
"http://beforeitsnews.com/crime-all-stars/2017/12/clinton-lynch-airport-meeting-docs-released-to-watchdog-reveal-deep-state-corruption-video-2461949.html,63,7
"http://canadafreepress.com/article/government-inspectors-generals-describe-atmosphere-of-restricted-access,64,12
"http://beforeitsnews.com/gold-and-precious-metals/2018/01/the-new-cold-war-in-2018-3178516.html,65,7
"http://canadafreepress.com/print_friendly/context-is-everything,66,12
"http://www.washingtonexaminer.com/us-support-for-unrwa-has-gone-on-long-enough/article/2646140,67,25
"http://beforeitsnews.com/gold-and-precious-metals/2018/01/us-equities-deja-dump-all-over-again-as-vix-tops-12-3178551.html,68,7
"http://canadafreepress.com/members/1/jimbray/55/p700,69,12
"http://canadafreepress.com/print_friendly/obama-is-nobodys-messiah-now,70,12
"http://canadafreepress.com/article/mitsubishi-winter-driving-event-helps-teach-control-on-snow,71,12
"http://beforeitsnews.com/gold-and-precious-metals/2018/01/a-weird-week-draws-to-a-close-3178721.html,72,7
"http://www.washingtonexaminer.com/sen-john-kennedy-compares-school-choice-to-mayonnaise/article/2625082,73,25
"http://www.washingtonexaminer.com/eric-greitens-ignores-calls-to-resign-after-extramarital-affair-we-are-back-to-work-for-the-people-of-missouri/article/2646129,74,25
"http://beforeitsnews.com/opinion-conservative/2017/12/fbi-plot-to-overthrow-the-presidency-commit-organized-treason-in-america-revealed-3348826.html,75,7
"http://beforeitsnews.com/economics-and-politics/2017/12/so-begins-the-rug-yank-phase-of-fed-policy-2501969.html,76,7
"http://beforeitsnews.com/health/2017/12/legionnaires-in-the-water-proximity-to-connecticut-watersheds-linked-to-increased-risk-of-infection-2804584.html,77,7
"http://beforeitsnews.com/gold-and-precious-metals/2018/01/cryptocurrencies-leg-lower-after-south-korean-tax-headlines-3178892.html,78,7
"http://www.washingtonexaminer.com/stop-christie-pac-quits-says-candidate-did-its-job-for-them/article/2571009,79,25
"http://beforeitsnews.com/gold-and-precious-metals/2018/01/richmond-fed-suffers-biggest-2-month-drop-since-2006-3178965.html,80,7
"http://beforeitsnews.com/new-world-order/2017/02/wait-until-you-see-what-90-world-leaders-have-planned-radical-agenda-ignites-at-world-government-summit-7205.html,81,7
"http://www.washingtonexaminer.com/policy-roundup/article/2594188,82,25
"http://www.washingtonexaminer.com/michael-wolff-rejects-trump-claim-i-absolutely-spoke-to-the-president/article/2645072,83,25
"http://beforeitsnews.com/military/2017/12/russia-responds-to-us-provocation-open-skies-treaty-faces-hard-times-2480533.html,84,7
"http://beforeitsnews.com/weather/2016/10/top-hurricane-matthew-aftermath-footage-2016-mainstream-media-isnt-telling-you-the-truth-2445600.html,85,7
"http://www.nationalreview.com/article/427113/after-paris-massacre-debate-closed-isis-poses-special-threat-west-tom-rogan,86,18
"http://www.washingtonexaminer.com/venezuelas-socialist-president-tells-trump-get-your-dirty-hands-out-of-here/article/2623676,87,25
"http://beforeitsnews.com/financial-markets/2018/01/insights-from-the-2018-inside-etfs-conference-advisor-edition-2951740.html,88,7
"http://www.washingtonexaminer.com/in-prince-harry-interview-obama-takes-a-stand-for-free-speech/article/2644449,89,25
"http://beforeitsnews.com/science-and-technology/2017/08/nasa-creates-surface-flooding-maps-from-hurricane-harvey-2901229.html,90,7
"http://beforeitsnews.com/science-and-technology/2017/09/yawning-why-is-it-so-contagious-and-why-should-it-matter-2901347.html,91,7
"http://beforeitsnews.com/alternative/2016/12/cia-refuses-to-show-evidence-linking-trump-to-russia-because-it-would-help-russia-3450565.html,92,7
"http://beforeitsnews.com/weather/2016/12/winter-storm-decima-forecast-breakdown-wild-weather-incoming-deadly-arctic-air-icing-invasion-2445676.html,93,7
"http://www.washingtonexaminer.com/code-yellow-university-of-alabama-places-limits-on-free-speech/article/2645947,94,25
"http://www.washingtonexaminer.com/the-nine-biggest-benghazi-committee-discoveries/article/2595294,95,25
"http://beforeitsnews.com/libertarian/2014/10/smart-things-you-could-say-about-ray-rice-and-isis-2582014.html,96,7
"http://beforeitsnews.com/science-and-technology/2017/08/ancient-euro-devil-discovered-2899364.html,97,7
"http://beforeitsnews.com/financial-markets/2018/01/small-cap-value-report-tue-23-jan-2018-quindell-elco-lpa-boku-eye-flo-ssy-2951954.html,98,7
"http://beforeitsnews.com/space/2016/12/juno-captures-a-stunning-jovian-pearl-2504193.html,99,7
"http://beforeitsnews.com/libertarian/2015/04/greenmedinfo-action-item-link-2-2604042.html,100,7
"http://beforeitsnews.com/business/2016/02/7-most-annoying-twitter-auto-dms-2819532.html,101,7
"http://beforeitsnews.com/business/2016/02/3-articles-founders-can-read-to-understand-the-state-of-vc-investing-in-2016-2821284.html,102,7
"https://willyloman.wordpress.com/category/steven-crowder/,103,27
"http://beforeitsnews.com/business/2015/12/buyer-of-btc-com-for-1million-charged-with-operating-a-ponzi-scheme-2779288.html,104,7
"https://willyloman.wordpress.com/2017/12/21/pentagon-confirms-multiple-ground-ops-120-strikes-in-yemen/,105,27
"http://beforeitsnews.com/business/2016/06/where-do-you-go-to-get-a-pulse-on-the-chinese-domain-market-2879544.html,106,7
"http://beforeitsnews.com/business/2016/07/how-to-backup-your-data-2908275.html,107,7
"http://beforeitsnews.com/opinion-conservative/2017/03/u-s-gives-soros-groups-millions-to-destabilize-macedonias-conservative-govt-4-3261793.html,108,7
"http://beforeitsnews.com/spirit/2017/03/healing-our-collective-sickness-2508496.html,109,7
"http://beforeitsnews.com/alternative/2013/10/the-son-of-god-goes-forth-to-war-2790318.html,110,7
"http://beforeitsnews.com/spirit/2017/01/the-cycle-of-desire-why-were-never-satisfied-and-always-want-more-2507158.html,111,7
"http://beforeitsnews.com/alternative/2016/04/attn-phone-security-101-for-copblockers-3342544.html,112,7
"http://beforeitsnews.com/survival/2015/06/playing-the-hitler-card-2574804.html,113,7
"http://www.unz.com/author/anatoly-karlin/topic/digital-philosophy/,114,22
"http://beforeitsnews.com/alternative/2016/03/is-donald-trump-a-part-of-the-new-world-order-heres-why-the-question-video-3315249.html,115,7
"https://willyloman.wordpress.com/2008/12/29/why-i-am-a-socialist/,116,27
"http://beforeitsnews.com/gadgets/2017/07/how-to-choose-a-good-vpn-service-2449655.html,117,7
"http://beforeitsnews.com/economy/2016/04/are-negative-interest-rates-ineffective-2-2813489.html,118,7
"http://beforeitsnews.com/prophecy/2016/04/the-now-prophecies-messages-from-god-video-bill-salus-2479591.html,119,7
"http://beforeitsnews.com/survival/2015/07/whos-posterity-are-they-talking-about-2577832.html,120,7
"https://willyloman.wordpress.com/tag/dennis-kucinich/page/2/,121,27
"http://beforeitsnews.com/india/2017/12/vice-president-attends-christmas-eve-celebration-says-preserve-our-culture-2450945.html,122,7
"http://beforeitsnews.com/power-elite/2016/08/cia-director-john-brennan-admits-to-chemtrails-stratospheric-aerosol-injection-2451852.html,123,7
"http://beforeitsnews.com/business/2015/04/4-principles-that-govern-successful-people-2696036.html,124,7
"http://beforeitsnews.com/family-parenting/2014/08/sex-education-may-begin-for-7-year-olds-in-the-uk-too-young-2447994.html,125,7
"http://beforeitsnews.com/paranormal/2016/07/daily-ufo-headlines-7212016-2513606.html,126,7
"http://beforeitsnews.com/prophecy/2016/07/ants-living-inside-girls-ear-in-india-possibly-coming-from-nest-in-her-head-video-2482564.html,127,7
"http://beforeitsnews.com/celebrities/2014/07/beyonce-validates-cheating-rumors-2465534.html,128,7
"http://beforeitsnews.com/strange/2015/11/regarding-the-ramey-memo-2462214.html,129,7
"http://beforeitsnews.com/strange/2015/10/nick-redfern-on-david-marlers-ufo-treasure-trove-2462062.html,130,7
"http://beforeitsnews.com/alternative/2017/02/david-icke-on-edward-heath-donald-trump-the-war-on-perception-full-discussion-3481524.html,131,7
"http://beforeitsnews.com/marijuana-debate/2016/09/the-reason-a-record-number-of-states-can-vote-to-legalize-weed-this-fall-2451045.html,132,7
"http://21stcenturywire.com/2016/06/04/uk-column-news-friday-june-3-2016-ttip-brexit-and-moderate-terrorists/,133,0
"http://beforeitsnews.com/marijuana-debate/2015/04/study-cbd-administration-enhances-skeletal-healing-2448374.html,134,7
"http://beforeitsnews.com/strange/2016/06/paean-to-my-wife-2464167.html,135,7
"http://beforeitsnews.com/u-s-politics/2016/11/teacher-tells-muslim-student-trump-is-going-to-deport-you-all-2512210.html,136,7
"http://beforeitsnews.com/alternative/2016/10/urgent-msm-syria-lies-need-to-be-exposed-before-its-too-late-3422914.html,137,7
"http://beforeitsnews.com/financial-markets/2018/01/what-if-workplace-distractions-were-considered-part-of-consumption-instead-of-part-production-2950252.html,138,7
"http://beforeitsnews.com/space/2016/10/former-finnish-president-visits-paranal-2502980.html,139,7
"http://beforeitsnews.com/u-s-politics/2016/10/warren-buffett-fact-checks-trump-by-releasing-his-tax-returns-2510270.html,140,7
"http://beforeitsnews.com/spirit/2013/09/mary-magdalene-what-is-most-critical-at-this-time-2481052.html,141,7
"http://beforeitsnews.com/spirit/2017/09/stressed-here-are-three-ways-to-help-tackle-anxiety-2510512.html,142,7
"http://beforeitsnews.com/spirit/2015/06/mary-magdalene-healing-shame-around-addictions-and-sexuality-2494766.html,143,7
"http://beforeitsnews.com/spirit/2017/12/shopping-yule-gifts-for-witches-and-wizards-2511496.html,144,7
"http://beforeitsnews.com/alternative/2013/01/i-have-noticed-nearly-all-tv-shows-especially-reality-tv-feature-a-character-who-has-problems-conceiving-a-child-or-is-concerned-that-she-will-not-be-able-to-have-a-baby-and-thus-looks-into-freezi-2537702.html,145,7
"http://beforeitsnews.com/alternative/2013/07/trayvon-martin-quick-q-a-2713052.html,146,7
"http://beforeitsnews.com/weather/2016/12/executive-order-coordinating-efforts-to-prepare-the-nation-for-space-weather-events-2445671.html,147,7
"http://beforeitsnews.com/alternative/2014/01/2014-earth-changes-weather-fukushima-2866304.html,148,7
"http://beforeitsnews.com/space/2017/02/hubble-captures-incredibly-rare-image-of-exploding-star-2505343.html,149,7
"http://beforeitsnews.com/libertarian/2014/11/european-union-acting-like-an-aggressive-colonialist-steven_woolfe-ukip-mep-2587148.html,150,7
"http://beforeitsnews.com/alternative/2016/06/a-rothschild-passed-on-the-day-of-the-orlando-shooting-3370375.html,151,7
"http://beforeitsnews.com/alternative/2016/06/nra-to-trump-no-guns-for-terrorists-but-due-process-first-3370280.html,152,7
"http://beforeitsnews.com/alternative/2016/06/germany-slams-nato-warmongering-against-russia-3372610.html,153,7
"http://beforeitsnews.com/alternative/2016/07/trump-vp-pick-mike-pence-led-the-crusade-against-planned-parenthood-3386200.html,154,7
"http://beforeitsnews.com/entertainment/2015/06/insider-exposes-hollywoods-satanic-underside-2535696.html,155,7
"http://beforeitsnews.com/business/2016/01/take-your-business-global-in-2016-2793542.html,156,7
"http://beforeitsnews.com/business/2016/01/family-film-blogging-special-edition-star-wars-the-force-awakens-2792826.html,157,7
"http://beforeitsnews.com/business/2014/08/cnnmoney-lays-off-biz-reporter-in-washington-2647650.html,158,7
"http://beforeitsnews.com/business/2014/08/guest-blogger-sung-hui-kim-2647026.html,159,7
"http://beforeitsnews.com/business/2014/12/worldwide-laser-technology-market-analysis-report-2020-challenges-opportunities-2671638.html,160,7
"http://beforeitsnews.com/health/2017/04/audio-sensors-market-analysis-by-current-industry-status-growth-opportunities-top-key-players-target-audience-and-forecast-to-2022-2734511.html,161,7
"http://beforeitsnews.com/alternative/2017/03/economic-warning-we-all-know-how-this-party-is-going-to-end-3495665.html,162,7
"http://beforeitsnews.com/health/2017/03/global-ent-endoscopic-devices-market-analysis-by-top-key-players-industry-overview-supply-and-consumption-demand-analysis-to-2021-2731074.html,163,7
"http://beforeitsnews.com/politics/2015/11/cronyism-for-the-likes-of-google-it-is-really-really-good-to-be-a-friend-of-obama-2755882.html,164,7
"http://beforeitsnews.com/alternative/2013/06/obama-won-most-lawless-president-in-us-history-title-from-bush-2678092.html,165,7
"http://beforeitsnews.com/alternative/2013/10/feds-seize-28-million-in-bitcoins-from-alleged-silk-road-operator-2805386.html,166,7
"http://www.washingtonsblog.com/2012/08/because-i-was-silent-when-they-came-for-others-when-they-came-for-me-there-was-no-one-left-to-speak-out.html,167,26
"https://www.alternet.org/activism/if-we-dont-act-now-fascism-will-be-our-doorstep-says-yale-historian,168,1
"https://www.undergroundhealth.com/best-type-mattress-herniated-discs/,169,21
"http://beforeitsnews.com/survival/2015/11/migrant-crisis-has-europe-shaking-on-its-foundations-only-alternative-to-eu-is-war-2592514.html,170,7
"http://beforeitsnews.com/survival/2015/06/greece-is-just-the-beginning-again-this-kind-of-carnage-can-happen-all-over-europe-2574788.html,171,7
"http://beforeitsnews.com/survival/2015/06/guns-of-hollywood-058-mission-impossible-2574790.html,172,7
"http://beforeitsnews.com/survival/2013/11/cowboy-mounted-shooting-association-joins-north-american-international-livestock-expo-2497300.html,173,7
"http://beforeitsnews.com/press-releases/2017/09/benzalkonium-chloride-industry-2017-global-market-trend-profit-growth-and-key-manufacturers-analysis-report-3195022.html,174,7
"http://beforeitsnews.com/market-research-reports/2017/11/trends-global-connected-enterprise-market-2017-analysis-by-growth-platform-solution-service-vertical-applications-drivers-opportunities-and-challenges-136853.html,175,7
"https://www.naturalnews.com/055405_opioids_big_pharma_addiction_epidemic.html,176,19
"http://beforeitsnews.com/healthcare/2014/09/cancer-causes-2458582.html,177,7
"https://www.undergroundhealth.com/understanding-what-authentic-happiness-is/,178,21
"http://beforeitsnews.com/healthcare/2017/02/more-evil-cancer-cells-2502643.html,179,7
"http://beforeitsnews.com/healthcare/2014/12/after-cancer-treatment-is-just-as-important-2460618.html,180,7
"http://beforeitsnews.com/health/2016/03/so-long-coffee-hello-turmeric-latte-2618695.html,181,7
"https://www.naturalnews.com/043084_lactose_intolerance_irradiated_milk_osteoporosis.html,182,19
"http://beforeitsnews.com/celebrities/2014/05/can-we-prove-life-after-death-2-2463072.html,183,7
"https://www.naturalnews.com/permission_marketing.html,184,19
"https://www.naturalnews.com/045431_probiotics_apple_cider_vinegar_kombucha.html,185,19
"http://beforeitsnews.com/strange/2017/10/multiple-disasters-means-stretched-resources-donor-fatigue-2469351.html,186,7
"http://beforeitsnews.com/alternative/2016/05/president-trump-2-3359082.html,187,7
"http://beforeitsnews.com/spirit/2013/02/the-second-of-mary-magdalenes-most-important-messages-how-to-live-a-true-spiritual-life-the-religion-of-feelings-2475742.html,188,7
"http://beforeitsnews.com/spirit/2014/06/reviving-rivers-reviving-life-2487364.html,189,7
"http://www.vdare.com/posts/president-trump-slams-democrats-for-protecting-illegal-alien-criminals,190,23
"http://www.vdare.com/posts/inauguration-day-riot-j20-new-trials-of-59-may-get-a-new-judge-and-some-jail-time-for-rioters,191,23
"http://beforeitsnews.com/spirit/2014/07/a-story-from-ram-dass-2487820.html,192,7
"http://beforeitsnews.com/spirit/2014/03/new-class-on-ostara-and-a-free-discussion-group-for-witches-2485196.html,193,7
"https://www.naturalnews.com/health_food_products.html,194,19
"http://beforeitsnews.com/spirit/2015/12/regaining-your-confidence-2498110.html,195,7
"http://americanlookout.com/media-critic-the-press-is-falling-into-the-presidents-trap/,196,2
"http://beforeitsnews.com/u-s-politics/2018/01/cancer-patient-slapped-with-4000-deductible-hours-before-surgery-2545435.html,197,7
"http://beforeitsnews.com/spirit/2015/12/the-21-unseen-blessings-of-being-mindful-2498074.html,198,7
"https://awarenessact.com/macabre-museums-for-those-with-an-interest-in-death-torture-and-crime/,199,4
"https://awarenessact.com/astrophysicists-believe-that-the-golden-age-of-astronomy-could-be-over/,200,4
"http://anonhq.com/in-2017-police-killed-1184-100-times-the-number-of-americans-killed-by-terrorists/,201,3
"http://beforeitsnews.com/libertarian/2018/01/in-new-york-rich-disabled-kids-get-the-city-to-send-them-to-private-school-poor-disabled-kids-get-screwed-new-at-reason-2703060.html,202,7
"http://beforeitsnews.com/opinion-conservative/2018/01/trump-arrives-in-davos-3357452.html,203,7
"http://beforeitsnews.com/survival/2017/10/breakthrough-siberian-volcanoes-triggered-earths-great-permian-mass-extinction-2679438.html,204,7
"https://awarenessact.com/nikola-teslas-time-travel-experience-i-could-see-the-past-present-and-future-all-at-the-same-time/,205,4
"http://beforeitsnews.com/alternative/2017/11/flashback-when-the-rockefeller-trilateral-commission-exposed-its-own-secret-3576220.html,206,7
"http://beforeitsnews.com/2012/2018/01/the-team-via-peggy-black-consciousness-is-unlimited-2462435.html,207,7
"http://beforeitsnews.com/african-american-news/2018/01/lapds-43-year-vendetta-for-death-of-off-duty-deputy-sheriff-2460872.html,208,7
"https://awarenessact.com/japan-vows-to-never-declare-war-ever-again-calling-for-a-world-free-of-nuclear-weapons/,209,4
"http://beforeitsnews.com/agriculture/2017/11/feed-amino-acids-market-competitive-landscape-and-regional-analysis-by-2017-2022-2455758.html,210,7
"http://beforeitsnews.com/alternative/2017/12/what-would-happen-if-someone-destroyed-the-moon-video-3577983.html,211,7
"http://beforeitsnews.com/survival/2017/11/woman-who-flipped-off-trumps-motorcade-was-fired-for-her-behavior-2682651.html,212,7
"http://beforeitsnews.com/gold-and-precious-metals/2017/12/2018-inflation-concerns-see-gold-price-rally-before-fed-rate-rise-3176604.html,213,7
"http://beforeitsnews.com/agriculture/2017/12/aquaponics-hemp-the-forbidden-crop-3-2455831.html,214,7
"http://beforeitsnews.com/alternative/2017/12/magnesium-in-right-doses-completely-reverses-depression-breakthrough-study-2-3583488.html,215,7
"http://beforeitsnews.com/survival/2018/01/alps-outdoorz-now-offers-upland-game-vest-x-and-bino-harness-x-2688900.html,216,7
"http://beforeitsnews.com/survival/2018/01/night-fision-pro-shooter-corinne-mosher-joins-team-taran-2688919.html,217,7
"https://www.strategic-culture.org/news/2017/01/21/is-vietnam-tilting-toward-china.html,218,20
"http://beforeitsnews.com/politics/2018/01/potentially-explosive-details-revealed-in-fusion-gps-co-founders-testimony-transcript-2974854.html,219,7
"http://www.breitbart.com/big-government/2015/08/26/review-plunder-and-deceit-by-mark-levin/,220,11
"http://beforeitsnews.com/food-and-farming/2016/08/2016-food-safety-speech-in-new-zealand-2486919.html,221,7
"https://www.strategic-culture.org/pview/2017/11/10/nato-defense-chiefs-and-us-lawmakers-take-new-steps-fuel-arms-race.html,222,20
"https://www.strategic-culture.org/news/2013/02/26/the-return-of-empires-ii.html,223,20
"http://beforeitsnews.com/gold-and-precious-metals/2018/01/gold-price-slips-but-technical-analysts-target-break-above-1355-sept-high-3178101.html,224,7
"http://beforeitsnews.com/survival/2017/11/listen-marxist-professors-berate-and-attack-a-teacher-for-showing-a-debate-about-non-gendered-pronouns-2684284.html,225,7
"http://beforeitsnews.com/alternative/2017/12/congress-demands-doj-turn-over-evidence-related-to-obama-hezbollah-drug-trafficking-3583118.html,226,7
"http://beforeitsnews.com/alternative/2018/01/benjamin-fulford-tensions-rise-between-bloodlines-and-illuminati-as-final-showdown-looms-for-u-s-corporate-government-15-january-2018-3588243.html,227,7
"http://wallstreetonparade.com/2016/04/shelbys-senate-banking-committee-has-no-pretense-of-fairness/,228,24
"http://beforeitsnews.com/food-and-farming/2017/03/vulto-creamery-likely-linked-to-listeria-illnesses-in-several-states-2498297.html,229,7
"http://beforeitsnews.com/alternative/2018/01/the-real-story-behind-marijuana-prohibition-3586926.html,230,7
"http://beforeitsnews.com/alternative/2018/01/12-year-old-girl-dies-after-doctors-misdiagnose-her-infection-as-the-flu-3586998.html,231,7
"http://beforeitsnews.com/food-and-farming/2017/03/e-coli-outbreak-to-the-north-25-sick-from-flour-in-canada-2499400.html,232,7
"http://beforeitsnews.com/opinion-liberal/2018/01/what-is-behind-new-msm-push-for-invasion-of-syria-2568628.html,233,7
"https://www.city-journal.org/contributor/alice-m-rivlin_314,234,15
"https://www.city-journal.org/contributor/stephen-moore_135,235,15
"http://beforeitsnews.com/food-and-farming/2017/06/human-sewage-culprit-in-canadian-oyster-norovirus-outbreak-2502093.html,236,7
"https://www.strategic-culture.org/pview/2017/12/31/trump-now-arming-ukrainian-neo-nazi-regime-expect-russia-retaliate-escalate.html,237,20
"https://www.newsmax.com/newsfront/david-letterman-barack-obama-netflix/2018/01/05/id/835393/,238,28
"http://beforeitsnews.com/celebrities/2014/04/the-disturbing-sugar-daddysugar-baby-relationship-between-donald-sterling-and-v-stiviano-and-how-you-can-learn-from-it-2461146.html,239,7
"https://www.newsmax.com/newsfront/department-of-justice-daily-beast-investigation-hillary-clinton-emails/2018/01/04/id/835192/,240,28
"https://www.newsmax.com/politics/tom-perez-slams-trump-cruel/2018/01/08/id/835822/,241,28
"https://www.newsmax.com/politics/chuck-schumer-donald-trump-blamed-government-shutdown/2018/01/09/id/836078/,242,28
"http://beforeitsnews.com/contributor/pages/20/405/bio.html,243,7
"http://www.washingtonexaminer.com/senate-agrees-to-start-work-on-spending-bill-but-not-much-else/article/2646402,244,25
"http://beforeitsnews.com/economy/2017/12/prison-for-rahm-gods-work-and-many-others-2925163.html,245,7
"http://beforeitsnews.com/diy/2017/11/4-useful-items-for-your-tiny-home-2463377.html,246,7
"https://www.newsmax.com/politics/michael-hayden-sthole-countries-daca-haiti/2018/01/11/id/836702/,247,28
"https://www.newsmax.com/newsfront/antonio-sabato-jr-oprah-winfrey-president-2020/2018/01/08/id/835860/,248,28
"https://www.newsmax.com/newsfront/bill-clinton-myanmar-calls-release/2018/01/08/id/835910/,249,28
